title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,time_signature,valence,tempo,cluster
Águas De Março                                                                                                                                                                    - Antônio Carlos Jobim                            ,0.6666666666666666,0.3043043043043043,0.3383383383383384,0.3523255443417141,1.0,0.8273273273273274,0.8428428428428428,0.0,0.4824824824824825,0.5385385385385385,0.5545545545545546,0.8229365461354117,17
Aquarela Do Brasil                                                                                                                                                                - Voyager                                         ,0.3903903903903903,0.0955955955955955,0.8058058058058057,0.0763182286109613,1.0,0.4184184184184184,0.8988988988988988,0.931931931931932,0.1466466466466466,0.05005005005005,0.3738738738738739,0.167572246907837,18
Chega De Saudade                                                                                                                                                                  - João Gilberto                                   ,0.3683683683683684,0.1401401401401401,0.3918918918918919,0.1257525902217626,0.0,0.1331331331331331,0.8070643133840163,0.0,0.6821821821821822,0.5385385385385385,0.7577577577577578,0.9615026304659544,36
Don't Stop the Carnival                                                                                                                                                           - Sonny Rollins                                   ,0.4244244244244244,0.2819643413905708,0.0,0.2540134837887646,1.0,0.5305305305305306,0.7506254064923065,0.0,0.9782898940837198,0.5385385385385385,0.8788788788788788,0.3470115050739614,26
Rebel Rebel                                                                                                                                                                       - Seu Jorge                                       ,0.8853853853853855,0.1236236236236236,0.5445445445445445,0.1310081341542446,0.0,0.4729729729729729,0.8648648648648649,0.4401660956099614,0.5560560560560561,0.5385385385385385,0.6356356356356356,0.5247607439060693,12
Rosa Morena - Live At Carnegie Hall/1964                                                                                                                                          - Stan Getz                                       ,0.4859859859859859,0.0888626814265853,0.6341341341341341,0.0271643041206225,1.0,0.7027027027027027,0.8768768768768769,0.6457564575645757,0.9816583874665648,0.5385385385385385,0.5545545545545546,0.7449490077227303,3
Karoliina Kaunis                                                                                                                                                                  - Maria Gasolina                                  ,0.8538538538538538,0.1286657625367302,1.0,0.1308164929066601,0.0,0.973973973973974,0.7669654141972944,0.5309111465131816,0.2396907896907897,0.5385385385385385,0.4619619619619619,0.7178348734206322,8
"Brigas, Nunca Mais                                                                                                                                                              - João Gilberto                                   ",0.4439439439439439,0.1381381381381381,0.3918918918918919,0.150833362200104,1.0,0.1206206206206206,0.7940147635935471,0.0,0.6451451451451451,0.5385385385385385,0.7987987987987988,0.1023004524471366,37
Aquarela Do Brasil                                                                                                                                                                - Gal Costa                                       ,0.5245245245245245,0.3023023023023023,0.1661661661661661,0.179424826052392,1.0,0.9945357497435638,0.8283415288332588,0.4687736277030092,0.996320978613719,0.5385385385385385,0.7517517517517518,0.77479575300325,26
Kaipuusamba                                                                                                                                                                       - Maria Gasolina                                  ,0.5060060060060061,0.131586697194432,0.5445445445445445,0.1239488805565878,1.0,0.5345345345345345,0.8186174630619075,0.6353420065574937,0.4314314314314314,0.5385385385385385,0.6172381206563929,0.0740668841431561,3
Batida Diferente                                                                                                                                                                  - Cannonball Adderley                             ,0.6036036036036035,0.2542542542542542,0.6341341341341341,0.266375747915418,1.0,0.4534534534534534,0.8628628628628628,0.8278278278278278,0.5025025025025025,0.5385385385385385,0.7637637637637638,0.2869545060209622,3
Team Zissou                                                                                                                                                                       - Seu Jorge                                       ,0.6266266266266266,0.2083147548263827,0.6341341341341341,0.2388401641803629,1.0,0.1726726726726726,0.8588588588588588,0.6234871932678161,0.2882882882882883,0.5385385385385385,0.8538538538538538,0.1907170877147886,3
Parabens                                                                                                                                                                          - Marcos Valle                                    ,0.8268268268268268,0.5955955955955956,0.6341341341341341,0.43006413006413,1.0,0.3173173173173172,0.3337337337337338,0.6955409929461827,0.2272272272272272,0.5385385385385385,0.5565565565565566,0.3991919913719637,22
O Amor Em Paz                                                                                                                                                                     - Cannonball Adderley                             ,0.7422422422422423,0.1578006258381761,0.8058058058058057,0.2072072072072072,0.0,0.1416416416416416,0.933933933933934,0.8743743743743744,0.4384384384384384,0.5385385385385385,0.5202322778944304,0.488117457624961,12
Once Again                                                                                                                                                                        - Stan Getz                                       ,0.6341341341341342,0.1781781781781782,0.7217217217217218,0.155151223173546,1.0,0.2152152152152152,0.848211881338929,0.6296296296296297,0.1518184851518185,0.5385385385385385,0.6626626626626626,0.1596606343567214,3
Mariana                                                                                                                                                                           - Bïa                                             ,0.9469469469469468,0.2202202202202202,1.0,0.4183652218943915,0.0,0.7672672672672672,0.7326776933392938,0.0,0.7442457517758723,0.5385385385385385,0.8773773773773774,0.8015786579616372,33
Mariana                                                                                                                                                                           - Seu Jorge                                       ,0.6231231231231231,0.2826309675624744,0.8058058058058057,0.2775917896932111,0.0,0.2207207207207207,0.7419634220786959,0.703953953953954,0.3523523523523523,0.5385385385385385,0.9604604604604604,0.921835566835922,8
Carnaval Inesquecível Na Cidade Alta                                                                                                                                              - Mundo Livre S/A                                 ,0.8413413413413413,0.3078078078078078,0.0,0.3257438054056735,1.0,0.5459265837443146,0.4403584672435104,0.4997879960473477,0.0391669850974398,0.5385385385385385,0.7627627627627628,0.8663170180334053,1
Garota De Ipanema                                                                                                                                                                 - Leila Pinheiro                                  ,0.8178178178178178,0.0955955955955955,0.8058058058058057,0.09009009009009,1.0,0.4514514514514514,0.8618618618618619,0.3383383383383383,0.5245245245245245,0.5385385385385385,0.6411411411411412,0.7733652655046892,3
Corcovado - Remastered                                                                                                                                                            - Cannonball Adderley                             ,0.8798798798798799,0.1558966074313408,0.6341341341341341,0.1117397691148704,1.0,0.3993993993993994,0.8023023023023024,0.7540530003687899,0.8148148148148149,0.5385385385385385,0.8078078078078078,0.5645660365412014,3
O Pato (The Duck) - Live At Carnegie Hall/1964                                                                                                                                    - João Gilberto                                   ,0.6306306306306306,0.1104157353598569,0.2712712712712712,0.0430329078439007,1.0,0.5535535535535535,0.8618618618618619,0.8178178178178178,0.9830037082818294,0.5385385385385385,0.9269269269269268,0.928928462246255,28
August Day Song                                                                                                                                                                   - Bebel Gilberto                                  ,0.7997997997997998,0.1622707044393791,0.3918918918918919,0.1818268938351327,0.0,0.2407407407407407,0.7631450257597048,0.5480943137314221,0.496996996996997,0.5385385385385385,0.2997997997997997,0.3285764832565633,12
Os Grilos                                                                                                                                                                         - Marcos Valle                                    ,0.555055055055055,0.6011011011011012,0.8058058058058057,0.250295508485403,0.0,0.6396396396396397,0.687937937937938,0.7222264448070901,0.1816407636656689,0.5385385385385385,0.7637637637637638,0.2995537735238957,8
Saudade Fez Um Samba                                                                                                                                                              - João Gilberto                                   ,0.7822822822822824,0.1649093837773082,0.2712712712712712,0.1474699120685214,1.0,0.4764764764764764,0.8363880196692,0.0,0.2088755422088755,0.5385385385385385,0.9269269269269268,0.1360475203210297,26
OBI                                                                                                                                                                               - Toots Thielemans                                ,0.5460460460460461,0.1691691691691691,0.3918918918918919,0.0992325223759615,0.0,0.6451451451451451,0.8139812637629231,0.4503608594517685,0.1881881881881882,0.5385385385385385,0.4144144144144144,0.0962629933949246,12
Mas Que Nada                                                                                                                                                                      - Jorge Ben Jor                                   ,0.4534534534534534,0.3163163163163163,0.2712712712712712,0.4835060784159405,0.0,0.033033033033033,0.7491136174342282,0.3443120260021668,0.2294058279219038,0.5385385385385385,0.6526526526526526,0.1482551312172416,12
Laia Ladia                                                                                                                                                                        - Brazilian Jazz                                  ,0.3327077077077077,0.2422422422422422,0.8058058058058057,0.1773853289446411,0.0,0.3088088088088088,0.6160807109360165,0.6057208670140468,0.1291291291291291,0.5385385385385385,0.5925925925925926,0.124492235188491,12
Triste                                                                                                                                                                            - Brazilian Jazz                                  ,0.6116116116116116,0.1814638267436458,0.2712712712712712,0.2349241928956134,1.0,0.1386386386386386,0.8768768768768769,0.8428428428428428,0.2902902902902903,0.5385385385385385,0.5415415415415415,0.3381407897739343,15
Só Danço Samba                                                                                                                                                                    - Stan Getz                                       ,0.6131131131131131,0.1567043618739903,0.7217217217217218,0.2240516327925946,1.0,0.4974974974974975,0.8451785118451784,0.7119166249156014,0.5245245245245245,0.5385385385385385,0.7497497497497497,0.0910976025451654,3
Samba Triste                                                                                                                                                                      - Stan Getz                                       ,0.6631631631631631,0.1166166166166166,0.8058058058058057,0.0500596210532551,0.0,0.5945945945945946,0.8465626917239822,0.6833172043286873,0.4704704704704704,0.5385385385385385,0.7582582582582583,0.822152289068797,8
País Tropical                                                                                                                                                                     - Wilson Simonal                                  ,0.7857857857857857,0.3441143533664736,0.4664664664664665,0.337118002715069,1.0,0.1311311311311311,0.7907907907907907,0.0,0.8178178178178178,0.5385385385385385,0.9494494494494494,0.6938382615562579,28
Coracao Vagabundo                                                                                                                                                                 - Toots Thielemans                                ,0.5735735735735736,0.0383386091230996,0.7217217217217218,0.0708865771209486,1.0,0.5765765765765766,0.8742075408742075,0.6596596596596597,0.1061061061061061,1.0,0.1581581581581581,0.2667318749113634,3
Pais Tropical                                                                                                                                                                     - Sergio Mendes & Brasil '66                      ,0.7732732732732732,0.3333333333333333,0.4664664664664665,0.3118437280832196,1.0,0.3523523523523523,0.7277277277277278,0.0,0.9926164627411456,0.5385385385385385,0.901901901901902,0.5479789348127959,26
Life On Mars?                                                                                                                                                                     - Seu Jorge                                       ,0.7052052052052051,0.0975975975975975,0.8883883883883883,0.1179271525005451,1.0,0.4344344344344344,0.8718718718718719,0.4975242636907028,0.4499499499499499,0.5385385385385385,0.3348348348348348,0.571852370916109,3
Apelo                                                                                                                                                                             - Brazilian Jazz                                  ,0.4554554554554554,0.1429685884231338,0.2712712712712712,0.1611264039485269,0.0,0.4409409409409409,0.8853853853853855,0.8478478478478478,0.4074074074074074,0.5385385385385385,0.2542542542542542,0.0401806411645433,5
"O Que É, O Que É                                                                                                                                                                - Cesar Camargo Mariano & Romero Lubambo          ",0.7637637637637638,0.1737881793232347,0.4664664664664665,0.1273023645314941,1.0,0.2152152152152152,0.941941941941942,0.8678678678678678,0.1281281281281281,0.5385385385385385,0.7322322322322322,0.3613593924478941,3
Maroca                                                                                                                                                                            - Mundo Livre                                     ,0.6916916916916918,0.4844844844844845,0.1661661661661661,0.4563738091637683,0.0,0.091091091091091,0.401827658860907,0.5932555123216602,0.6561561561561562,0.5385385385385385,0.6601601601601601,0.8511699746923459,23
Apelo                                                                                                                                                                             - Jenny Chi                                       ,0.4894894894894895,0.0996193904622624,0.2712712712712712,0.2243535688225256,1.0,0.1771771771771771,0.8883883883883883,0.4119508827295197,0.496996996996997,0.5385385385385385,0.2077077077077077,0.0955296172372872,37
Samba Da Minha Terra - Live At Carnegie Hall/1964                                                                                                                                 - Stan Getz                                       ,0.5615615615615616,0.1737881793232347,0.3918918918918919,0.044879062112546,0.0,0.905905905905906,0.8648648648648649,0.7414944013781223,0.9816583874665648,0.5385385385385385,0.8653803287823907,0.1092665316780597,12
Corcovado                                                                                                                                                                         - Stan Getz                                       ,0.4874874874874875,0.0644466177272133,0.8058058058058057,0.0939503657291041,0.0,0.3953953953953953,0.8908908908908909,0.5507899505127777,0.8048048048048048,0.5385385385385385,0.4454454454454454,0.6239207389031051,31
Chega de Saudade                                                                                                                                                                  - Jenny Chi                                       ,0.8393393393393394,0.1931931931931932,0.0,0.2457327528625517,1.0,0.4354354354354354,0.8417507589482113,0.5152717951492212,0.5910910910910911,0.5385385385385385,0.6616616616616616,0.2819723100730854,26
Coisa Feita                                                                                                                                                                       - Toots Thielemans                                ,0.5655655655655656,0.1820291178685752,0.6341341341341341,0.1072844100925178,1.0,0.3103103103103103,0.8648648648648649,0.8088088088088088,0.3868868868868869,0.5385385385385385,0.8368328448089167,0.4768021785287114,3
Felicia and Bianca                                                                                                                                                                - Toots Thielemans                                ,0.5590590590590591,0.1541541541541541,0.2712712712712712,0.0914833922799266,0.0,0.4014014014014014,0.7887887887887888,0.6946914985230691,0.3278278278278278,0.5385385385385385,0.7072072072072072,0.3608312813074434,12
Rosa Morena                                                                                                                                                                       - Dorival Caymmi                                  ,0.482982982982983,0.2572572572572572,0.0,0.2391343899986784,0.0,0.1726726726726726,0.6006006006006006,0.0,0.3523523523523523,0.5385385385385385,0.7832832832832832,0.2419682292496299,36
Insensatez                                                                                                                                                                        - Stan Getz                                       ,0.7212212212212212,0.1151151151151151,0.4664664664664665,0.1255686628468004,1.0,0.2102102102102102,0.905905905905906,0.74608434886642,0.3433433433433434,0.5385385385385385,0.3755975601769992,0.636885554987786,15
Menina Moca                                                                                                                                                                       - Stan Getz                                       ,0.5855855855855856,0.2472472472472472,0.3918918918918919,0.2725750630369675,0.0,0.1311311311311311,0.8268268268268268,0.4458914770327723,0.516016016016016,0.5385385385385385,0.8513513513513513,0.3696340308022238,12
So Nice (Summer Samba)                                                                                                                                                            - Marcos Valle                                    ,0.8818818818818819,0.2586232203141053,0.5445445445445445,0.2428515999992714,1.0,0.2647647647647647,0.7447447447447447,0.0,0.3353353353353353,0.5385385385385385,0.8838838838838838,0.5455150887244775,25
Santa Maria de Feira                                                                                                                                                              - Devendra Banhart                                ,0.5060060060060061,0.1971971971971972,0.2712712712712712,0.2179902191693893,1.0,0.1176176176176176,0.8963646989192492,0.6918087191931545,0.5880880880880881,0.5385385385385385,0.7947947947947948,0.3758108608794048,26
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                            - Tribalistas                                     ,0.7212212212212212,0.6236236236236237,0.8058058058058057,0.5707451252905797,0.0,0.5125125125125125,0.78363880196692,0.4834834834834834,0.529029029029029,0.5385385385385385,0.8923482305835245,0.8391739723589207,2
Blue Bossa                                                                                                                                                                        - Tete Montoliu                                   ,0.5940940940940941,0.2754484617067397,0.7217217217217218,0.1786127570869839,1.0,0.495961227786753,0.8385130572841577,0.8558558558558559,0.6996996996996997,0.5385385385385385,0.9834834834834836,0.4130860376278243,3
Aguas De Março                                                                                                                                                                    - Tempo Rei                                       ,0.914914914914915,0.2122991347342398,0.0,0.3061284931924192,0.0,0.7127127127127127,0.823871256146625,0.0,0.3193193193193193,0.5385385385385385,0.6846846846846847,0.7654987286236411,36
Bossa Dorado                                                                                                                                                                      - Pete Krebs & The Kung Pao Chi                   ,0.8923923923923924,0.2282282282282282,0.0,0.1822318042688212,1.0,0.4369369369369369,0.7974076300256557,0.8288288288288288,0.4554554554554554,0.5385385385385385,0.8903903903903905,0.7431093953700704,1
Orange Afternoon                                                                                                                                                                  - Bebe                                            ,0.6201201201201201,0.3723723723723723,0.8883883883883883,0.270515944317725,1.0,0.3598598598598598,0.7107107107107107,0.6793342565363291,0.4244244244244244,0.5385385385385385,0.6396396396396397,0.1662769097296929,3
Homens                                                                                                                                                                            - Manu Chao                                       ,0.8255250403877221,0.2252252252252252,0.8058058058058057,0.2231431337153023,0.0,0.46996996996997,0.8263263263263263,0.4535253402787066,0.2647214914751619,0.5385385385385385,0.9967766361208988,0.8631026768564747,8
"Lisboa, Menina E Moça                                                                                                                                                           - Som Ibérico                                     ",0.478978978978979,0.3273273273273273,0.3918918918918919,0.2772624993139784,0.0,0.4454454454454454,0.8008008008008007,0.7652892561983471,0.2102102102102102,0.5385385385385385,0.6476476476476476,0.0652649529715577,12
Lisboa menina e moça                                                                                                                                                              - Various Artists                                 ,0.7857857857857857,0.1788871466290821,0.5445445445445445,0.2773173810438505,0.0,0.0345345345345345,0.8542691104157353,0.462487292432521,0.2423366249295532,0.5385385385385385,0.8208208208208209,0.3137575332284908,12
Para Machuchar Meu Coracao                                                                                                                                                        - Stan Getz                                       ,0.6231231231231231,0.0874207540874207,0.3383383383383384,0.0998993746864949,1.0,0.2452452452452452,0.9194194194194194,0.558361195331275,0.3003003003003003,0.5385385385385385,0.5325325325325325,0.7293323598096538,15
Esperando Na Janela - Versão Acústica                                                                                                                                             - Gilberto Gil                                    ,0.6201201201201201,0.1013597033374536,0.2712712712712712,0.1611889803719595,1.0,0.2817817817817818,0.8936510430066155,0.5007065161576905,0.4314314314314314,0.5385385385385385,0.5985985985985985,0.8578479159726302,15
Água de beber                                                                                                                                                                     - Tania Maria                                     ,0.8798798798798799,0.3063063063063063,0.6341341341341341,0.2132132132132132,1.0,0.4304304304304304,0.8598598598598598,0.7097534674235942,0.1795128461795128,0.5385385385385385,0.6356356356356356,0.2757602113919335,3
Mama África                                                                                                                                                                       - Chico César                                     ,0.7332332332332332,0.2422422422422422,0.1661661661661661,0.3837433662895675,0.0,0.4149149149149149,0.7767767767767768,0.0,1.0,0.5385385385385385,0.9281119354648762,0.9119158142610764,36
Á Primeira Vista                                                                                                                                                                  - Chico César                                     ,0.5060060060060061,0.0975975975975975,1.0,0.1930908026219326,1.0,0.2587587587587587,0.8213213213213213,0.0,0.9843112031262924,0.5385385385385385,0.3113113113113113,0.1491697589720908,37
Tambores                                                                                                                                                                          - Chico César                                     ,0.5925925925925926,0.1558966074313408,0.0,0.2411310301870724,1.0,0.4014014014014014,0.8023023023023024,0.4167750891909764,0.9895682576022744,0.5385385385385385,0.6476476476476476,0.5924189495618053,26
Guarda-me A Vida Na Mão                                                                                                                                                           - Ana Moura                                       ,0.4254254254254254,0.09009009009009,0.5445445445445445,0.1281404448231583,0.0,0.0945945945945946,0.9071066258566258,0.4703080835472268,0.3433433433433434,0.5385385385385385,0.3203203203203203,0.7615633240577877,31
A Prosa Impúrpura do Caicó                                                                                                                                                        - Chico César                                     ,0.4547329121028544,0.1261261261261261,0.2712712712712712,0.1421480406347153,1.0,0.2452452452452452,0.8492338966622921,0.5564018178968814,0.983930778739184,0.5385385385385385,0.5860860860860861,0.7643516824111218,28
Paraíba                                                                                                                                                                           - Chico César                                     ,0.5495495495495496,0.1141141141141141,0.1661661661661661,0.1445676583291262,0.0,0.1991991991991992,0.9169169169169168,0.6503145432666707,0.9880666574433512,0.5385385385385385,0.6206206206206206,0.1130965330416383,12
Berekerê - Voice                                                                                                                                                                  - Geraldo Azevedo                                 ,0.3763763763763764,0.3213213213213213,0.3918918918918919,0.2552528018214292,0.0,0.5875875875875876,0.8417507589482113,0.0,0.0605605605605605,0.5385385385385385,0.8468468468468469,0.9419410559675658,36
Pagode da Saidera                                                                                                                                                                 - Martinho Da Vila                                ,0.5735735735735736,0.5810810810810811,0.6341341341341341,0.2772624993139784,1.0,0.7672672672672672,0.8032900135214386,0.2572572572572572,0.7082082082082082,0.5385385385385385,0.9660843544338688,0.3363665961440935,7
Disfarça e Chora                                                                                                                                                                  - Djavan                                          ,0.8428428428428428,0.1136136136136136,0.4664664664664665,0.2335290562127622,1.0,0.4354354354354354,0.8758758758758759,0.5777607948032097,0.3353353353353353,0.5385385385385385,0.6676676676676676,0.8708706058037529,3
Tudo isto é fado                                                                                                                                                                  - Quatro Ventos                                   ,0.3463463463463463,0.1708581646662142,0.2712712712712712,0.2697272705516728,1.0,0.057057057057057,0.8738738738738738,0.3740320796460177,0.4704704704704704,0.5385385385385385,0.3883883883883884,0.7907910790832146,15
Quando Te Vi                                                                                                                                                                      - Luisa Sobral                                    ,0.5085085085085085,0.0863848398960758,0.8058058058058057,0.1551864082124036,1.0,0.1446446446446446,0.9284284284284284,0.569235902569236,0.6091091091091092,0.5385385385385385,0.4339339339339339,0.7523806422875265,24
Sr. Vinho                                                                                                                                                                         - Luisa Sobral                                    ,0.2952952952952953,0.1801606922126081,0.4664664664664665,0.292319449751624,1.0,0.1601601601601601,0.8359409924005365,0.473554315919986,0.3353353353353353,0.05005005005005,0.4814814814814814,0.9918703827306328,24
Inês                                                                                                                                                                              - Luisa Sobral                                    ,0.4044044044044044,0.0601214945379748,0.0,0.1840120640417004,1.0,0.2127127127127127,0.924924924924925,0.4554950721933644,0.4074074074074074,0.5385385385385385,0.2842842842842842,0.7587587587587588,15
Seja Agora                                                                                                                                                                        - Deolinda                                        ,0.7122122122122122,0.5685685685685686,1.0,0.6518284654667044,1.0,0.6851851851851852,0.8428428428428428,0.0,0.1991991991991992,0.5385385385385385,0.8903903903903905,0.2766097412906974,35
Algo Novo                                                                                                                                                                         - Deolinda                                        ,0.945945945945946,0.220754979578509,0.0,0.3413728174703784,1.0,0.2257257257257257,0.8547161376843987,0.3543543543543543,0.4554554554554554,0.5385385385385385,0.5895895895895896,0.7294772138691888,1
Pois Foi                                                                                                                                                                          - Deolinda                                        ,0.4004004004004003,0.1438088628263544,0.5445445445445445,0.2473010364473128,0.0,0.0275275275275275,0.907907907907908,0.5399198080762327,0.4824824824824825,0.5385385385385385,0.5755755755755756,0.0750805415147176,12
Há-De Passar                                                                                                                                                                      - Deolinda                                        ,0.8868868868868869,0.1841841841841842,0.3918918918918919,0.3253253253253253,1.0,0.5045045045045045,0.9194194194194194,0.4473433643299286,0.2562562562562562,0.5385385385385385,0.5935935935935935,0.5625343925627212,3
Xico                                                                                                                                                                              - Luisa Sobral                                    ,0.3823823823823823,0.3113113113113113,0.8058058058058057,0.4174906463207729,1.0,0.8553553553553553,0.7227227227227228,0.340674007340674,0.8818818818818819,0.5385385385385385,0.7007007007007007,0.9739426751147068,27
O Engraxador                                                                                                                                                                      - Luisa Sobral                                    ,0.8118118118118118,0.161887377573652,0.8058058058058057,0.2951252850946833,1.0,0.3123123123123123,0.8398398398398398,0.4541007804904687,0.7607607607607607,0.5385385385385385,0.4209209209209209,0.355360328844678,3
Clandestino                                                                                                                                                                       - Chico César                                     ,0.6601601601601601,0.2062062062062062,0.2712712712712712,0.2249523712177352,0.0,0.6076076076076076,0.8011344678011344,0.2983697405452359,0.97734390103868,0.5385385385385385,0.5865865865865866,0.9419538690059962,36
Trem das Onze                                                                                                                                                                     - Demonios Da Garoa                               ,0.5460460460460461,0.2168835502168835,0.2712712712712712,0.323953218436185,0.0,0.2952952952952953,0.7477477477477478,0.3163962631516708,0.5690690690690691,0.5385385385385385,0.7517517517517518,0.1696634293401802,12
Chove Chuva                                                                                                                                                                       - Jorge Ben Jor                                   ,0.7942942942942943,0.2312312312312312,0.8883883883883883,0.3963963963963964,1.0,0.2407407407407407,0.757119188153671,0.0,0.2142142142142142,0.5385385385385385,0.5993660583069639,0.7553245926102545,39
Menina Mulher Da Pele Preta                                                                                                                                                       - Jorge Ben Jor                                   ,0.5830830830830831,0.3078078078078078,0.1661661661661661,0.304723064773316,0.0,0.5255255255255256,0.7767767767767768,0.6091613279244747,0.743069434910298,0.5385385385385385,0.9992492492492492,0.7626662337345547,12
