title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,time_signature,valence,tempo
Os Grilos                                                                                                                                                                         - Marcos Valle                                    ,0.555055055055055,0.6011011011011012,0.8058058058058057,0.250295508485403,0.0,0.6396396396396397,0.687937937937938,0.7222264448070901,0.18164076366566895,0.5385385385385385,0.7637637637637638,0.2995537735238957
Saudade Fez Um Samba                                                                                                                                                              - João Gilberto                                   ,0.7822822822822824,0.16490938377730827,0.27127127127127126,0.14746991206852147,1.0,0.47647647647647645,0.8363880196692,0.0,0.20887554220887558,0.5385385385385385,0.9269269269269269,0.1360475203210297
OBI                                                                                                                                                                               - Toots Thielemans                                ,0.5460460460460461,0.16916916916916916,0.3918918918918919,0.09923252237596158,0.0,0.6451451451451451,0.8139812637629231,0.45036085945176857,0.1881881881881882,0.5385385385385385,0.4144144144144144,0.09626299339492467
Mas Que Nada                                                                                                                                                                      - Jorge Ben Jor                                   ,0.45345345345345345,0.3163163163163163,0.27127127127127126,0.48350607841594057,0.0,0.03303303303303303,0.7491136174342282,0.34431202600216687,0.22940582792190384,0.5385385385385385,0.6526526526526526,0.14825513121724163
Laia Ladia                                                                                                                                                                        - Brazilian Jazz                                  ,0.33270770770770774,0.24224224224224225,0.8058058058058057,0.17738532894464112,0.0,0.3088088088088088,0.6160807109360165,0.6057208670140468,0.12912912912912913,0.5385385385385385,0.5925925925925926,0.124492235188491
Triste                                                                                                                                                                            - Brazilian Jazz                                  ,0.6116116116116116,0.18146382674364586,0.27127127127127126,0.23492419289561348,1.0,0.13863863863863862,0.8768768768768769,0.8428428428428428,0.2902902902902903,0.5385385385385385,0.5415415415415415,0.33814078977393436
Só Danço Samba                                                                                                                                                                    - Stan Getz                                       ,0.6131131131131131,0.1567043618739903,0.7217217217217218,0.22405163279259468,1.0,0.4974974974974975,0.8451785118451784,0.7119166249156014,0.5245245245245245,0.5385385385385385,0.7497497497497497,0.09109760254516545
Samba Triste                                                                                                                                                                      - Stan Getz                                       ,0.6631631631631631,0.11661661661661661,0.8058058058058057,0.05005962105325514,0.0,0.5945945945945946,0.8465626917239822,0.6833172043286873,0.47047047047047047,0.5385385385385385,0.7582582582582583,0.822152289068797
País Tropical                                                                                                                                                                     - Wilson Simonal                                  ,0.7857857857857857,0.34411435336647367,0.4664664664664665,0.337118002715069,1.0,0.13113113113113112,0.7907907907907907,0.0,0.8178178178178178,0.5385385385385385,0.9494494494494494,0.6938382615562579
Coracao Vagabundo                                                                                                                                                                 - Toots Thielemans                                ,0.5735735735735736,0.03833860912309966,0.7217217217217218,0.07088657712094866,1.0,0.5765765765765766,0.8742075408742075,0.6596596596596597,0.1061061061061061,1.0,0.15815815815815815,0.2667318749113634
Pais Tropical                                                                                                                                                                     - Sergio Mendes & Brasil '66                      ,0.7732732732732732,0.3333333333333333,0.4664664664664665,0.31184372808321964,1.0,0.35235235235235235,0.7277277277277278,0.0,0.9926164627411457,0.5385385385385385,0.9019019019019019,0.5479789348127959
Life On Mars?                                                                                                                                                                     - Seu Jorge                                       ,0.7052052052052051,0.09759759759759759,0.8883883883883883,0.11792715250054513,1.0,0.4344344344344344,0.8718718718718719,0.49752426369070285,0.44994994994994997,0.5385385385385385,0.33483483483483484,0.571852370916109
Apelo                                                                                                                                                                             - Brazilian Jazz                                  ,0.45545545545545546,0.14296858842313387,0.27127127127127126,0.1611264039485269,0.0,0.44094094094094094,0.8853853853853855,0.8478478478478478,0.4074074074074074,0.5385385385385385,0.25425425425425424,0.04018064116454331
"O Que É, O Que É                                                                                                                                                                - Cesar Camargo Mariano & Romero Lubambo          ",0.7637637637637638,0.17378817932323473,0.4664664664664665,0.12730236453149418,1.0,0.21521521521521522,0.9419419419419419,0.8678678678678678,0.12812812812812813,0.5385385385385385,0.7322322322322322,0.36135939244789417
Maroca                                                                                                                                                                            - Mundo Livre                                     ,0.6916916916916918,0.4844844844844845,0.16616616616616617,0.45637380916376835,0.0,0.09109109109109109,0.40182765886090704,0.5932555123216602,0.6561561561561562,0.5385385385385385,0.6601601601601601,0.8511699746923459
Apelo                                                                                                                                                                             - Jenny Chi                                       ,0.4894894894894895,0.09961939046226244,0.27127127127127126,0.2243535688225256,1.0,0.17717717717717718,0.8883883883883883,0.4119508827295197,0.496996996996997,0.5385385385385385,0.2077077077077077,0.0955296172372872
Samba Da Minha Terra - Live At Carnegie Hall/1964                                                                                                                                 - Stan Getz                                       ,0.5615615615615616,0.17378817932323473,0.3918918918918919,0.044879062112546046,0.0,0.9059059059059059,0.8648648648648649,0.7414944013781223,0.9816583874665648,0.5385385385385385,0.8653803287823907,0.10926653167805972
Corcovado                                                                                                                                                                         - Stan Getz                                       ,0.4874874874874875,0.06444661772721336,0.8058058058058057,0.09395036572910415,0.0,0.39539539539539537,0.8908908908908909,0.5507899505127777,0.8048048048048048,0.5385385385385385,0.44544544544544545,0.6239207389031051
Chega de Saudade                                                                                                                                                                  - Jenny Chi                                       ,0.8393393393393394,0.1931931931931932,0.0,0.24573275286255175,1.0,0.43543543543543545,0.8417507589482113,0.5152717951492212,0.5910910910910911,0.5385385385385385,0.6616616616616616,0.2819723100730854
Coisa Feita                                                                                                                                                                       - Toots Thielemans                                ,0.5655655655655656,0.1820291178685752,0.6341341341341341,0.10728441009251787,1.0,0.3103103103103103,0.8648648648648649,0.8088088088088088,0.3868868868868869,0.5385385385385385,0.8368328448089167,0.47680217852871143
Felicia and Bianca                                                                                                                                                                - Toots Thielemans                                ,0.5590590590590591,0.15415415415415415,0.27127127127127126,0.09148339227992665,0.0,0.4014014014014014,0.7887887887887888,0.6946914985230691,0.3278278278278278,0.5385385385385385,0.7072072072072072,0.36083128130744346
Rosa Morena                                                                                                                                                                       - Dorival Caymmi                                  ,0.482982982982983,0.25725725725725723,0.0,0.23913438999867845,0.0,0.17267267267267267,0.6006006006006006,0.0,0.35235235235235235,0.5385385385385385,0.7832832832832832,0.24196822924962993
Insensatez                                                                                                                                                                        - Stan Getz                                       ,0.7212212212212212,0.11511511511511512,0.4664664664664665,0.12556866284680043,1.0,0.2102102102102102,0.9059059059059059,0.74608434886642,0.3433433433433434,0.5385385385385385,0.37559756017699925,0.636885554987786
Menina Moca                                                                                                                                                                       - Stan Getz                                       ,0.5855855855855856,0.24724724724724725,0.3918918918918919,0.27257506303696755,0.0,0.13113113113113112,0.8268268268268268,0.4458914770327723,0.516016016016016,0.5385385385385385,0.8513513513513513,0.36963403080222385
So Nice (Summer Samba)                                                                                                                                                            - Marcos Valle                                    ,0.8818818818818819,0.2586232203141053,0.5445445445445445,0.24285159999927142,1.0,0.26476476476476474,0.7447447447447447,0.0,0.3353353353353353,0.5385385385385385,0.8838838838838838,0.5455150887244775
Santa Maria de Feira                                                                                                                                                              - Devendra Banhart                                ,0.5060060060060061,0.1971971971971972,0.27127127127127126,0.2179902191693893,1.0,0.11761761761761762,0.8963646989192492,0.6918087191931545,0.5880880880880881,0.5385385385385385,0.7947947947947948,0.3758108608794048
Já Sei Namorar - 2004 Digital Remaster                                                                                                                                            - Tribalistas                                     ,0.7212212212212212,0.6236236236236237,0.8058058058058057,0.5707451252905797,0.0,0.5125125125125125,0.78363880196692,0.48348348348348347,0.529029029029029,0.5385385385385385,0.8923482305835245,0.8391739723589207
Blue Bossa                                                                                                                                                                        - Tete Montoliu                                   ,0.5940940940940941,0.27544846170673976,0.7217217217217218,0.1786127570869839,1.0,0.495961227786753,0.8385130572841577,0.8558558558558559,0.6996996996996997,0.5385385385385385,0.9834834834834835,0.41308603762782437
Aguas De Março                                                                                                                                                                    - Tempo Rei                                       ,0.914914914914915,0.2122991347342398,0.0,0.30612849319241925,0.0,0.7127127127127127,0.823871256146625,0.0,0.31931931931931934,0.5385385385385385,0.6846846846846847,0.7654987286236411
Bossa Dorado                                                                                                                                                                      - Pete Krebs & The Kung Pao Chi                   ,0.8923923923923924,0.22822822822822822,0.0,0.18223180426882124,1.0,0.4369369369369369,0.7974076300256557,0.8288288288288288,0.45545545545545546,0.5385385385385385,0.8903903903903905,0.7431093953700704
Orange Afternoon                                                                                                                                                                  - Bebe                                            ,0.6201201201201201,0.37237237237237236,0.8883883883883883,0.270515944317725,1.0,0.35985985985985985,0.7107107107107107,0.6793342565363291,0.4244244244244244,0.5385385385385385,0.6396396396396397,0.1662769097296929
Homens                                                                                                                                                                            - Manu Chao                                       ,0.8255250403877221,0.22522522522522523,0.8058058058058057,0.2231431337153023,0.0,0.46996996996997,0.8263263263263263,0.4535253402787066,0.26472149147516194,0.5385385385385385,0.9967766361208987,0.8631026768564747
"Lisboa, Menina E Moça                                                                                                                                                           - Som Ibérico                                     ",0.478978978978979,0.32732732732732733,0.3918918918918919,0.2772624993139784,0.0,0.44544544544544545,0.8008008008008007,0.7652892561983471,0.21021021021021022,0.5385385385385385,0.6476476476476476,0.06526495297155772
Lisboa menina e moça                                                                                                                                                              - Various Artists                                 ,0.7857857857857857,0.17888714662908214,0.5445445445445445,0.2773173810438505,0.0,0.03453453453453453,0.8542691104157353,0.462487292432521,0.24233662492955324,0.5385385385385385,0.8208208208208209,0.3137575332284908
Para Machuchar Meu Coracao                                                                                                                                                        - Stan Getz                                       ,0.6231231231231231,0.08742075408742075,0.3383383383383384,0.09989937468649492,1.0,0.24524524524524524,0.9194194194194194,0.558361195331275,0.3003003003003003,0.5385385385385385,0.5325325325325325,0.7293323598096538
Esperando Na Janela - Versão Acústica                                                                                                                                             - Gilberto Gil                                    ,0.6201201201201201,0.10135970333745364,0.27127127127127126,0.16118898037195958,1.0,0.2817817817817818,0.8936510430066155,0.5007065161576905,0.4314314314314314,0.5385385385385385,0.5985985985985985,0.8578479159726302
Água de beber                                                                                                                                                                     - Tania Maria                                     ,0.8798798798798799,0.3063063063063063,0.6341341341341341,0.2132132132132132,1.0,0.43043043043043044,0.8598598598598598,0.7097534674235942,0.17951284617951285,0.5385385385385385,0.6356356356356356,0.2757602113919335
Mama África                                                                                                                                                                       - Chico César                                     ,0.7332332332332332,0.24224224224224225,0.16616616616616617,0.3837433662895675,0.0,0.41491491491491495,0.7767767767767768,0.0,1.0,0.5385385385385385,0.9281119354648762,0.9119158142610765
Á Primeira Vista                                                                                                                                                                  - Chico César                                     ,0.5060060060060061,0.09759759759759759,1.0,0.1930908026219326,1.0,0.25875875875875876,0.8213213213213213,0.0,0.9843112031262923,0.5385385385385385,0.3113113113113113,0.1491697589720908
Tambores                                                                                                                                                                          - Chico César                                     ,0.5925925925925926,0.15589660743134087,0.0,0.24113103018707246,1.0,0.4014014014014014,0.8023023023023024,0.41677508919097644,0.9895682576022745,0.5385385385385385,0.6476476476476476,0.5924189495618053
Guarda-me A Vida Na Mão                                                                                                                                                           - Ana Moura                                       ,0.42542542542542544,0.09009009009009009,0.5445445445445445,0.1281404448231583,0.0,0.0945945945945946,0.9071066258566258,0.47030808354722686,0.3433433433433434,0.5385385385385385,0.3203203203203203,0.7615633240577877
A Prosa Impúrpura do Caicó                                                                                                                                                        - Chico César                                     ,0.45473291210285444,0.12612612612612611,0.27127127127127126,0.14214804063471534,1.0,0.24524524524524524,0.8492338966622921,0.5564018178968814,0.9839307787391841,0.5385385385385385,0.5860860860860861,0.7643516824111218
Paraíba                                                                                                                                                                           - Chico César                                     ,0.5495495495495496,0.11411411411411411,0.16616616616616617,0.14456765832912624,0.0,0.1991991991991992,0.9169169169169169,0.6503145432666707,0.9880666574433512,0.5385385385385385,0.6206206206206206,0.1130965330416383
Berekerê - Voice                                                                                                                                                                  - Geraldo Azevedo                                 ,0.3763763763763764,0.3213213213213213,0.3918918918918919,0.25525280182142923,0.0,0.5875875875875876,0.8417507589482113,0.0,0.060560560560560556,0.5385385385385385,0.8468468468468469,0.9419410559675658
Pagode da Saidera                                                                                                                                                                 - Martinho Da Vila                                ,0.5735735735735736,0.5810810810810811,0.6341341341341341,0.2772624993139784,1.0,0.7672672672672672,0.8032900135214386,0.25725725725725723,0.7082082082082082,0.5385385385385385,0.9660843544338689,0.33636659614409353
Disfarça e Chora                                                                                                                                                                  - Djavan                                          ,0.8428428428428428,0.1136136136136136,0.4664664664664665,0.23352905621276226,1.0,0.43543543543543545,0.8758758758758759,0.5777607948032097,0.3353353353353353,0.5385385385385385,0.6676676676676676,0.8708706058037529
Tudo isto é fado                                                                                                                                                                  - Quatro Ventos                                   ,0.34634634634634637,0.1708581646662142,0.27127127127127126,0.26972727055167284,1.0,0.057057057057057055,0.8738738738738738,0.3740320796460177,0.47047047047047047,0.5385385385385385,0.3883883883883884,0.7907910790832146
Quando Te Vi                                                                                                                                                                      - Luisa Sobral                                    ,0.5085085085085085,0.08638483989607586,0.8058058058058057,0.15518640821240368,1.0,0.14464464464464466,0.9284284284284283,0.569235902569236,0.6091091091091092,0.5385385385385385,0.4339339339339339,0.7523806422875265
Sr. Vinho                                                                                                                                                                         - Luisa Sobral                                    ,0.2952952952952953,0.1801606922126081,0.4664664664664665,0.292319449751624,1.0,0.16016016016016016,0.8359409924005365,0.473554315919986,0.3353353353353353,0.05005005005005005,0.48148148148148145,0.9918703827306328
Inês                                                                                                                                                                              - Luisa Sobral                                    ,0.4044044044044044,0.06012149453797486,0.0,0.18401206404170045,1.0,0.2127127127127127,0.924924924924925,0.45549507219336444,0.4074074074074074,0.5385385385385385,0.28428428428428426,0.7587587587587588
Seja Agora                                                                                                                                                                        - Deolinda                                        ,0.7122122122122122,0.5685685685685686,1.0,0.6518284654667044,1.0,0.6851851851851852,0.8428428428428428,0.0,0.1991991991991992,0.5385385385385385,0.8903903903903905,0.2766097412906974
Algo Novo                                                                                                                                                                         - Deolinda                                        ,0.9459459459459459,0.22075497957850904,0.0,0.34137281747037845,1.0,0.22572572572572575,0.8547161376843987,0.35435435435435436,0.45545545545545546,0.5385385385385385,0.5895895895895896,0.7294772138691888
Pois Foi                                                                                                                                                                          - Deolinda                                        ,0.40040040040040037,0.14380886282635444,0.5445445445445445,0.24730103644731283,0.0,0.027527527527527528,0.9079079079079079,0.5399198080762327,0.4824824824824825,0.5385385385385385,0.5755755755755756,0.07508054151471766
Há-De Passar                                                                                                                                                                      - Deolinda                                        ,0.8868868868868869,0.1841841841841842,0.3918918918918919,0.3253253253253253,1.0,0.5045045045045045,0.9194194194194194,0.4473433643299286,0.25625625625625625,0.5385385385385385,0.5935935935935935,0.5625343925627212
Xico                                                                                                                                                                              - Luisa Sobral                                    ,0.38238238238238237,0.3113113113113113,0.8058058058058057,0.41749064632077293,1.0,0.8553553553553553,0.7227227227227228,0.340674007340674,0.8818818818818819,0.5385385385385385,0.7007007007007007,0.9739426751147069
O Engraxador                                                                                                                                                                      - Luisa Sobral                                    ,0.8118118118118118,0.16188737757365207,0.8058058058058057,0.2951252850946833,1.0,0.3123123123123123,0.8398398398398398,0.4541007804904687,0.7607607607607607,0.5385385385385385,0.4209209209209209,0.355360328844678
Clandestino                                                                                                                                                                       - Chico César                                     ,0.6601601601601601,0.2062062062062062,0.27127127127127126,0.22495237121773523,0.0,0.6076076076076076,0.8011344678011344,0.2983697405452359,0.9773439010386801,0.5385385385385385,0.5865865865865866,0.9419538690059962
Trem das Onze                                                                                                                                                                     - Demonios Da Garoa                               ,0.5460460460460461,0.21688355021688355,0.27127127127127126,0.323953218436185,0.0,0.2952952952952953,0.7477477477477478,0.3163962631516708,0.5690690690690691,0.5385385385385385,0.7517517517517518,0.16966342934018028
Chove Chuva                                                                                                                                                                       - Jorge Ben Jor                                   ,0.7942942942942943,0.23123123123123124,0.8883883883883883,0.3963963963963964,1.0,0.24074074074074076,0.757119188153671,0.0,0.21421421421421422,0.5385385385385385,0.5993660583069639,0.7553245926102545
Menina Mulher Da Pele Preta                                                                                                                                                       - Jorge Ben Jor                                   ,0.5830830830830831,0.3078078078078078,0.16616616616616617,0.30472306477331607,0.0,0.5255255255255256,0.7767767767767768,0.6091613279244747,0.743069434910298,0.5385385385385385,0.9992492492492493,0.7626662337345547
